review_id,category,rating,anomaly_score,verified_purchase,reviewer_segment,near_dup_similarity,reviews_same_day,text_full,is_fake_manual_label
e84ce577da10df5caef82b56b5a67126,Health_and_Personal_Care,5.0,0.7536606491689954,False,Power reviewer,0.1838524762251883,3,"Great addition to my healthy bean brownies! Recipe included!. I am always looking to make regular meals healthier. I like to replace rice with cauliflower rice, replace white sugar with Stevia and use beans where ever I can. I used this sugar to replace half the sugar in a healthier homemade brownie pie recipe I have tweaked with the main ingredient being low sodium canned great northern beans. For all of you skeptics out there, don’t knock it until you try it. This recipe is one I found online however I have tweaked the ingredients and trust me: it will blow you socks off. Ingredients: 2 cans low sodium northern beans 1/3 cup cocoa powder 2/3 cup quick oats (keep whole or blend into a flour) 1/4 cup applesauce 1/2 tap salt 1 tbsp vanilla extract 1 cups sugar (half white/half agave insulin powder) 1 cup chocolate chips (half milk/half dark) Oil is to drizzle in (any oil works: grapeseed, olive, avocado, vegetable) Add all ingredients into a food processor and then on low. While on, slowly drizzle the oil into the food processor until the mixture is smooth then add in chocolate chips and then on high for a few minutes until everything is incorporated into a batter. Pour into a pre-greased 8 inch circle pan, cook for 25 minutes and then left cool in the refrigerator for 4+ hours. Slice and serve! It is best served warmed up with vanilla ice cream!",
ca81d670a0eb416f7aad2ae119909627,Amazon_Fashion,1.0,0.7318881710069212,False,Power reviewer,0.26224245802839063,1,"The Backings are Not Strong Enough. These are super pretty and super cute! BUT there is one design flaw that made me give this 2 stars. They are gorgeous! I was so looking forward to wearing them yesterday to church. I didn't do my hair intentionally because I wanted to put it on a ponytail so I could show them off. Five minutes into the car ride, they fell off my ears! The pieces are heavy -- the designer knew that, I knew they were heavy and backings are made of plastic/rubberized plastic but I thought to myself, they must have already tested and made sure these would stay on, but apparently not. Long story short, I ended up with no earrings that day. I felt naked. I usually wear studs but I wore these for a change. So disappointed. I looked like a man wearing a dress. I intentionally put my hair in a ponytail because I knew it the earrings would still make me look feminine. But I would rather look like a man than pick up my earrings while talking to someone. Very disappointing. I hope they change the backings. Hope this was helpful. Update: After reading the review, seller reached out to me and sent me another pair in place of the once and told me they will change it based on my review. Update: These are super heavy, they hurt. I don't recommend at all",
0cf98de9f3823e9e14f06d4dd4efdaca,All_Beauty,2.0,0.7298076938464217,False,Regular,0.22195586723924599,2,"Scent is Overpowering. Let me start by saying I love french-milled soaps. I love scented soap. I love guest/sample size soaps. I adore the delightful concept and packaging design of this set. It was on my wish list and I received it as a gift. I was looking very forward to having these soaps to add some holiday cheer to my home. Here's what happened. The person that purchased it for me was so overwhelmed by the strong scent that he had to triple bag the box and store it in a vacant room until Christmas. Each soap is individually wrapped. They're wrapped in plastic. Then in a box. Then they're double bagged in two ziploc bags. Then placed in yet another box, wrapped with wrapping paper. The box was under my tree for two days, and scent still managed to seep out and perfume all the other gifts under the tree nearby - but not in a pleasant way. When this was unwrapped Christmas morning it was so unbelievably overpowering my eyes watered. I didn't even bother to look closely at them - I could not get them back inside their ziplocs fast enough. People got headaches and complained loudly.. The entire downstairs smelled like a soap factory instead of the fresh cinnamon rolls I baked for Christmas morning. The soaps are now safely contained in their hazmat bags and stored in the laundry room instead of the guest bath. :( I'm really kind of bummed about this because I was so excited about these soaps. I want to try them or at least take them out and smell each one on its own, but I'm afraid to now. Greenwich Bay, if you read these reviews: please, please, PLEASE turn the scent levels down several notches in the recipe for these soaps. I think the scent must develop stronger as the soaps ""ripen"" because it's just much too much. Way more than any other french milled soaps I own.",
68a22d52a2d4d4e15027a1ea43b9c3ad,All_Beauty,2.0,0.7288797979369817,False,Power reviewer,0.3635082703172241,1,"$50 for a plastic brush?. Clearly Amazon has mis-priced this brush. $50, for a plastic handled brush and firm bristles? First, I am ok with the plastic handle. It is easy to grip and hold. And since it is plastic, you don’t have to worry about it looking faded after several washes (I do clean mine) like you do with the wooden ones. I’m even ok with the firm bristles (nylon and boar), because I have coarse hair and I’m not tender headed. I like that it smooths the hair easily. What I don’t like is the PRICE. I can’t believe they expect people to pay $49 for this brush. Yikes! And the sad thing is that it didn’t even come in pretty packaging. Just in a simple white box. So, while I am sure I will use this brush, I can’t get over the price. 2 stars",
51b0776d75f9798510de72915215bc9d,Health_and_Personal_Care,5.0,0.7256395222133445,False,Power reviewer,0.24359058642595866,2,"Helped my husband with his eyes. Daily Nutra Krill Oil is a pure and natural omega-3 supplement, providing a potent dose of EPA and DHA, along with the powerful antioxidant, astaxanthin, and is delivered in the highly bioavailable phospholipid form. According to WebMD, Omega-3’s in the phospholipid form yield greater fatty acid potential compared to the leading fish oil brand, which is typically delivered in the triglyceride form. The power of astaxanthin supports eye health, cellular repair and overall vitality. DailyNutra Krill Oil has been shown to support healthy cholesterol levels, promote joint health, improve the condition of the skin, support healthy brain development and mood balance. I have several diferent formulation of Daily Nutra brand. I personally use it for my joints.I gave this to my husband for eye health in addition to many other benefits. Prior to taking this oil my husband was complaining on eye dryness, despite of using eye drops. After using it he stated that his eyes feel moist and calm. I received this product discounted to test and review. I will buy from this company again",
88b3cdb84cfb1e6159efa4ce20db7e30,Amazon_Fashion,3.0,0.7254366470721333,False,Power reviewer,0.2691472961811029,2,"This beanie is one of the strangest I've had. It's shiny black, reminding me of the seventies when there was a weird trend of using what looked like galoshes rubber in coats...bright yellow and neon pink plus shiny. Didn't like them then and sure don't like the crinkley texture of this plastic material. My thought about the material was, well, it won't get soaked (in rain or wet snow), but the knit band would...and the next thing that came to mind was, sure wouldn't breathe well either, meaning your head is going to get hot in this thing. Not sure why it was packaged with socks and a face muff as they didn't go with this beanie at all. I mean, if you are offering extras, with this hat, a pair of gloves (adult size - not child size) or a medium weight scarf to keep the neck warm...I doubt I will ever wear this beanie. It's just a bit too odd.",
0ab502956e07072b7ae6cba29fc7e91f,Health_and_Personal_Care,5.0,0.7251015493116064,False,One-off,0.7735380166173779,39,Five Stars. these are great and love the color,
f054518ff5775a6f433b8011e7a535e1,All_Beauty,5.0,0.7249593401883645,False,Regular,0.23236427013027472,9,"12 stars. I am a professional stylist in Los Angeles, Ca and I have tired many products Its a 10 and 12 benefits being similar to this product. What I find different about this product is the thickness of the formula! The smell is wonderful and I have gotten compliments so far. I usually test out a product on myself before subjecting clients to them and this one is a winner. It is a great detangled and awesome for protecting your hair from excess heat of hair dryers, flat irons and curling irons. It is a small sized product which is easy for travel or to not clutter up your bathroom cabinet. I really like that this product is so many things in one it really helps to cut the cost and clutter of other products. I have even used this on my two year old daughter and she like that it doesnt hurt when I comb out her hair.",
c1ca0d76767ddd1cd068fa5cf9daf929,Amazon_Fashion,4.0,0.7248021173688464,False,Power reviewer,0.45519049132679557,2,Brown mens leather belt. Leather mens belt. This is a heavy duty sturdy leather belt. The buckle is a heavier duty silver color. The entire belt is very well made and made from quality materials. The length of the belt is 42 inches and it has a 2 inch buckle. This is a great medium brown colored leather belt. This belt looks good with jeans.,
0d1ad16436c416e3419f04c55bf5c317,Health_and_Personal_Care,5.0,0.7242102645660009,False,Power reviewer,0.2480325874120538,3,"Great all over the house. These are used all over hour house. From kitchen to the craft room, and many places in between. My husband even uses them for stuff in the garage and his electronics. They're sturdy and hold a lot. I also love that you can see through them easily.",
3d781f3cc2cee4bc0489418a35fc64ef,Amazon_Fashion,2.0,0.724007932922443,False,Power reviewer,0.250893508275569,2,"Soft and Cuddly. Orchid Row's faux fur neckwear is very fashionable and that's pretty much where it's functionality ends. It's great as an accessory and doesn't offer much more in any other way. I don't much appreciate the WANTED detail on it. Not only it doesn't add much to the design, it even takes a great deal from it. Not something I would really wear out to either work or much else.",
c4e3fd0c4332cf17e375d6723d068f28,Health_and_Personal_Care,3.0,0.7228432045367275,False,Power reviewer,0.2542662554379427,3,"it somewhat works to curb the appetite, but need to drink it consistently.. This product came in a nice ziplock style bag. When I own the bag it can be messy as the powder is real light so tends to fly around a lot. So I transferred into a larger pack that I can have more control. It has a small scoop in the bag but it took me a little while to find it. The taste is not great so I have to mix it with my protein on my shakes, it is impossible to drink it by itself, even doing it with my shake it takes a lot of the taste of the shake away. IT does curb my appetite but I have to drink it every day to keep working. Overall works but needs an amount of dedication to use to work.",
5e47a309576fdb104a0f8197fe44ffc4,All_Beauty,4.0,0.7215923772672985,False,Regular,0.3440049924231169,5,"Leave out the Conditioner. The first thing I noticed when I opened the bottle was that it was white. That pearly looking white that soap products sometimes are. This is different from the other Argan oil products (shampoos specifically) that I have tried. Most of them are clear. I don't really catch much of a scent. That is much better than a bad scent. A little bit of shampoo goes a long way. It has left my hair feeling clean and soft. I have been using Argan oil shampoo for some time and find that my hair feels fuller and seems to grow faster. It is very healthy looking. The conditioner has the same non-scent as the shampoo. It looks and feels like any old conditioner. I can't really say that it has made my hair any softer or better feeling, more manageable, etc, that conditioner does. I think that the shampoo does a fine job without the conditioner. Since I believe that the shampoo is a great product, I am giving it 4 stars, loosing one because the conditioner seems useless but it doesn't hurt anything either. I would definitely recommend the shampoo.",
7fe41067dcce64dd43a95e1b98953900,All_Beauty,5.0,0.7204859582581564,False,Regular,0.2893086680913691,8,"The shampoo has a nice light smell and is in white in color. This Argan oil shampoo has really helped restore my hair. My hair now feels so soft and silky smooth. My hair has a lot less frizz now. The shampoo has a nice light smell and is in white in color, but comes in an amber pump bottle. If you have dry damaged frizzy hair, I would really recommend giving this shampoo a try. Product was supplied at no cost to use for the purpose of review. I am disclosing this in accordance with the Federal Trade Commission’s 16 CFR, Part 255: Guides Concerning the Use of Endorsements and Testimonials in Advertising. I am not affiliated with the seller or company and make no promises of a good rating while reviewing the product. I test thoroughly and do my best to provide detailed reviews to other customers so they may make informed decisions. If you have any questions please feel free to leave a comment and I will get back to you as soon as possible.",
534b8132749596b371e4b6a040bd7459,Amazon_Fashion,5.0,0.717483450105758,False,Power reviewer,0.2978760125422467,2,"I like it. This is small, can hold change, credit cards and identification. It also has a couple of slots for paper money. What is really nice though, is that if you put more in it than the first closure can handle, it has another snap a little further up to give you that extra room. The change portion has a snap also. And the wallet is made of leather. It is small and will fit in your pocket.",
2bc1efe9f81ef28d826f73c41f6781fa,All_Beauty,5.0,0.7158829732319026,False,Regular,0.2521730623303309,9,"I read the instructions and was a bit annoyed at first that you have to let it soak. I was greatly surprised to see how well this worked. I read the instructions and was a bit annoyed at first that you have to let it soak. But then it occurred to me that it's all natural so what is the problem with letting it soak? I prefer to use a natural ingredient rather than put chemicals on my skin as much as possible. This answered a need for one of my favorite hobbies. I love to polish my nails and tend to get bored with it quickly. Or if it chips it has to come off. It's now a pleasure to change my polish and not have acetone on my skin or the annoying smell. This is a great product and one I will be purchasing in the future for me, family, and friends.",
7f2fd897a34515b98169f2e2e215d7e0,Amazon_Fashion,5.0,0.7143061202569415,False,Power reviewer,0.40154634784208687,1,"I like it. So cute! Very comfortable and looks great. The material is soft and light, and the color as pictured. Fits well and very comfortable, but roomy in half for women with C/D cups Overall a good product and I would recommend",
4f2bbd5c2f2a09821d00b27b7fe37ed9,Amazon_Fashion,2.0,0.7133686938452368,False,Power reviewer,0.5926498402980681,1,Does not attach to all glasses.. These do not attach onto my prescription glasses. The clip-on comes with a pair of flimsy clear glasses that it does attach to. I keep the set in my car as backup sunglasses.,
